,birthyear,author,title,pub_year
0,1832.0,Lewis Carroll,Alice's Adventures in Wonderland,1865.0
1,1832.0,Lewis Carroll,Through the Looking-Glass,1871.0
2,1819.0,Herman Melville,Moby-Dick,1851.0
3,1860.0,J. M. Barrie,Peter Pan,1911.0
4,1840.0,Thomas Hardy,Far from the Madding Crowd,1874.0
5,1860.0,Charlotte Perkins Gilman,Herland,1915.0
6,1804.0,Nathaniel Hawthorne,The Scarlet Letter,1850.0
7,1866.0,H. G. Wells,The Time Machine,1895.0
8,1866.0,H. G. Wells,The War of the Worlds,1897.0
9,1783.0,Washington Irving,The Legend of Sleepy Hollow,1864.0
10,1850.0,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,
11,1850.0,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,
12,1874.0,Lucy Maud Montgomery,Anne of Green Gables,1908.0
13,,Charles Dickens,A Christmas Carol in Prose; Being a Ghost Story of Christmas,
14,1874.0,Lucy Maud Montgomery,Anne of Avonlea,1909.0
15,1874.0,Lucy Maud Montgomery,Anne of the Island,1915.0
16,1856.0,L. Frank Baum,The Marvelous Land of Oz,1904.0
17,1856.0,L. Frank Baum,The Wonderful Wizard of Oz,1900.0
18,1875.0,Edgar Rice Burroughs,A Princess of Mars,1912.0
19,1875.0,Edgar Rice Burroughs,The Gods of Mars,1918.0
20,1875.0,Edgar Rice Burroughs,The warlord of Mars,
21,1875.0,Edgar Rice Burroughs,"Thuvia, Maid of Mars",1920.0
22,1871.0,Stephen Crane,The Red Badge of Courage: An Episode of the American Civil War,
23,1835.0,Mark Twain,The Adventures of Tom Sawyer,1876.0
24,,Mark Twain,Adventures of Huckleberry Finn,1884.0
25,1804.0,Nathaniel Hawthorne,The House of the Seven Gables,1851.0
26,1875.0,Edgar Rice Burroughs,Tarzan of the Apes,1912.0
27,1875.0,Edgar Rice Burroughs,The Return of Tarzan,1915.0
28,1771.0,Walter Scott,Ivanhoe: A Romance,
29,1828.0,Jules Verne,"From the Earth to the Moon; and, Round the Moon",
30,1797.0,Mary Wollstonecraft Shelley,Frankenstein,
31,1875.0,Edgar Rice Burroughs,The Beasts of Tarzan,1914.0
32,1835.0,Mark Twain,A Connecticut Yankee in King Arthur's Court,1889.0
33,1875.0,Edgar Rice Burroughs,The Son of Tarzan,1915.0
34,1835.0,Mark Twain,Tom Sawyer Abroad,1894.0
35,1875.0,Edgar Rice Burroughs,Tarzan and the Jewels of Opar,1916.0
36,1835.0,Mark Twain,"Tom Sawyer, Detective",1896.0
37,1873.0,Willa Cather,Alexander's Bridge,1912.0
38,1863.0,Anthony Hope,The Prisoner of Zenda,1894.0
39,1875.0,Edgar Rice Burroughs,The Monster Men,1929.0
40,1838.0,Edwin Abbott Abbott,Flatland: A Romance of Many Dimensions,
41,1835.0,Mark Twain,The Tragedy of Pudd'nhead Wilson,
42,1828.0,Jules Verne,Around the World in Eighty Days,1872.0
43,1775.0,Jane Austen,Persuasion,1817.0
44,1875.0,Edgar Rice Burroughs,Jungle Tales of Tarzan,1919.0
45,1840.0,Thomas Hardy,Far from the Madding Crowd,1874.0
46,1859.0,Arthur Conan Doyle,The Return of Sherlock Holmes,1905.0
47,1840.0,Thomas Hardy,Tess of the d'Urbervilles: A Pure Woman,
48,1863.0,Gene Stratton-Porter,Freckles,1904.0
49,1835.0,Mark Twain,A Tramp Abroad,1880.0
50,,Robert Louis Stevenson,Treasure Island,1883.0
51,1775.0,Jane Austen,Northanger Abbey,1818.0
52,1840.0,Thomas Hardy,The Return of the Native,1878.0
53,1875.0,Edgar Rice Burroughs,At the Earth's Core,1914.0
54,1863.0,Gene Stratton-Porter,A Girl of the Limberlost,
55,1859.0,Arthur Conan Doyle,The Poison Belt,1913.0
56,1628.0,John Bunyan,"The Pilgrim's Progress from this world to that which is to come
Delivered under the similitude of a dream, by John Bunyan",
57,1856.0,Harold Frederic,The Damnation of Theron Ware,1896.0
58,1759.0,Mary Wollstonecraft,Maria,
59,1859.0,Arthur Conan Doyle,The Lost World,1912.0
60,1878.0,Upton Sinclair,The Jungle,1905.0
61,1775.0,Jane Austen,Mansfield Park,1814.0
62,1835.0,Mark Twain,"The $30,000 Bequest, and Other Stories",
63,1840.0,Thomas Hardy,The Mayor of Casterbridge,1886.0
64,1882.0,Virginia Woolf,The Voyage Out,1915.0
65,1819.0,George Eliot,Middlemarch,1871.0
66,1875.0,Edgar Rice Burroughs,The Lost Continent,
67,1840.0,Thomas Hardy,Jude the Obscure,1895.0
68,1837.0,William Dean Howells,The Rise of Silas Lapham,1885.0
69,1824.0,Wilkie Collins,The Moonstone,1868.0
70,1775.0,Jane Austen,Emma,1815.0
71,1866.0,H. G. Wells,The island of Doctor Moreau,
72,1850.0,Kate Chopin,"The Awakening, and Selected Short Stories",
73,1775.0,Jane Austen,Sense and Sensibility,1811.0
74,1832.0,Louisa May Alcott,Flower Fables,
75,1828.0,Jules Verne,Twenty Thousand Leagues under the Sea,
76,1870.0,Frank Norris,McTeague: A Story of San Francisco,
77,1862.0,Edith Wharton,Summer,1917.0
78,1834.0,William Morris,The Well at the World's End: A Tale,
79,1824.0,Wilkie Collins,The Haunted Hotel: A Mystery of Modern Venice,1879.0
80,1762.0,Mrs. Rowson,Charlotte Temple,
81,1890.0,Christopher Morley,The Haunted Bookshop,1919.0
82,1883.0,Sax Rohmer,The Insidious Dr. Fu Manchu,
83,1854.0,Oscar Wilde,The Picture of Dorian Gray,1890.0
84,1843.0,Henry James,Roderick Hudson,1875.0
85,1843.0,Henry James,Confidence,1879.0
86,1843.0,Henry James,The Europeans,1878.0
87,1838.0,Edwin Abbott Abbott,Flatland: A Romance of Many Dimensions,
88,1811.0,Harriet Beecher Stowe,Uncle Tom's Cabin,1852.0
89,1874.0,G. K. Chesterton,The Innocence of Father Brown,1911.0
90,1843.0,Henry James,Daisy Miller: A Study,
91,1843.0,Henry James,The Turn of the Screw,1898.0
92,1843.0,Henry James,An International Episode,1878.0
93,1843.0,Henry James,The Aspern Papers,1888.0
94,1876.0,Jack London,The Call of the Wild,1388.0
95,1885.0,D. H. Lawrence,Sons and Lovers,1913.0
96,1857.0,Joseph Conrad,Heart of Darkness,1899.0
97,1857.0,Joseph Conrad,The Secret Sharer,1912.0
98,1859.0,Arthur Conan Doyle,The Return of Sherlock Holmes,1905.0
99,1874.0,G. K. Chesterton,The Wisdom of Father Brown,1914.0
100,1840.0,Thomas Hardy,A Pair of Blue Eyes,1873.0
101,1871.0,Theodore Dreiser,Sister Carrie: A Novel,
102,1834.0,William Morris,Child Christopher and Goldilind the Fair,1895.0
103,1865.0,Rudyard Kipling,The Jungle Book,1894.0
104,1876.0,Jean Webster,Dear Enemy,1915.0
105,,William Wells Brown,Clotelle,
106,1873.0,Willa Cather,My Ántonia,1918.0
107,1859.0,Arthur Conan Doyle,A Study in Scarlet,1887.0
108,1862.0,Edith Wharton,The Touchstone,1900.0
109,1870.0,Frank Norris,The Octopus : A Story of California,
110,1859.0,Kenneth Grahame,Dream Days,
111,1820.0,Anna Sewell,Black Beauty,1877.0
112,1862.0,Edith Wharton,The House of Mirth,1905.0
113,1866.0,Charles John Cutcliffe Wright Hyne,The Lost Continent,
114,1863.0,Gene Stratton-Porter,Laddie: A True Blue Story,
115,1831.0,Amelia E. Barr,Remember the Alamo,
116,1879.0,James Branch Cabell,The Certain Hour (Dizain des Poëtes),
117,1859.0,Kenneth Grahame,The Wind in the Willows,1908.0
118,1859.0,Arthur Conan Doyle,"The Stark Munro Letters
Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884",
119,1859.0,Kenneth Grahame,The Golden Age,
120,1825.0,Bayard Taylor,"Beauty and the Beast, and Tales of Home",
121,1832.0,Horatio Alger,Paul Prescott's Charge,
122,1859.0,Arthur Conan Doyle,"The Captain of the Polestar, and Other Tales",
123,1862.0,Edith Wharton,The Early Short Fiction of Edith Wharton — Part 1,
124,1832.0,Horatio Alger,The Cash Boy,
125,1869.0,Booth Tarkington,The Flirt,
126,1856.0,Harold Frederic,The Market-Place,
127,1848.0,Hjalmar Hjorth Boyesen,Tales from Two Hemispheres,
128,1832.0,Emile Gaboriau,The Count's Millions,
129,1862.0,Edith Wharton,The Early Short Fiction of Edith Wharton — Part 2,
130,1864.0,A. B. Paterson,"Three Elephant Power, and Other Stories",
131,1859.0,Jerome K. Jerome,Three Men in a Boat (To Say Nothing of the Dog),
132,1876.0,Jack London,Before Adam,1907.0
133,1862.0,Edith Wharton,Bunner Sisters,
134,1874.0,Lucy Maud Montgomery,The Golden Road,1913.0
135,1870.0,Frank Norris,Moran of the Lady Letty,
136,1862.0,John Fox,A Knight of the Cumberland,
137,1824.0,George MacDonald,Phantastes: A Faerie Romance for Men and Women,
138,1864.0,Richard Harding Davis,The Princess Aline,
139,1850.0,Robert Louis Stevenson,Island Nights' Entertainments,1893.0
140,1876.0,Mary Roberts Rinehart,Where There's a Will,
141,1875.0,Edgar Rice Burroughs,The Mucker,1921.0
142,1853.0,Thomas Nelson Page,The Burial of the Guns,
143,1864.0,Richard Harding Davis,Episodes in Van Bibber's Life,
144,1858.0,Charles A. Eastman,Old Indian Days,
145,1850.0,Robert Louis Stevenson,Fables,
146,1850.0,Robert Louis Stevenson,"The Merry Men, and Other Tales and Fables",
147,1847.0,Bram Stoker,Dracula,1897.0
148,1873.0,Willa Cather,"The Troll Garden, and Selected Stories",
149,,,The Saga of Grettir the Strong: Grettir's Saga,
150,1863.0,Gene Stratton-Porter,The Harvester,
151,1885.0,Edna Ferber,Fanny Herself,
152,1874.0,W. Somerset Maugham,Of Human Bondage,
153,1885.0,Edna Ferber,Buttered Side Down: Stories,
154,1859.0,Arthur Conan Doyle,The Parasite: A Story,
155,1859.0,Arthur Conan Doyle,Beyond the City,1892.0
156,1834.0,William Morris,"A Dream of John Ball; and, A King's Lesson",
157,1864.0,Richard Harding Davis,The Scarlet Car,
158,1868.0,Eleanor H. Porter,Miss Billy — Married,
159,1868.0,Eleanor H. Porter,Miss Billy's Decision,
160,1875.0,Edgar Rice Burroughs,The Oakdale Affair,1918.0
161,1875.0,Edgar Rice Burroughs,The Mad King,1926.0
162,1876.0,Mary Roberts Rinehart,Bab: A Sub-Deb,
163,1849.0,Sarah Orne Jewett,The Country of the Pointed Firs,1896.0
164,1875.0,Edgar Rice Burroughs,The Outlaw of Torn,1927.0
165,,Daniel Defoe,The Fortunes and Misfortunes of the Famous Moll Flanders,
166,,Ambrose Bierce,An Occurrence at Owl Creek Bridge,1890.0
167,,Daniel Defoe,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London",
168,1850.0,Robert Louis Stevenson,Weir of Hermiston: An Unfinished Romance,1896.0
169,1872.0,Zane Grey,"The Redheaded Outfield, and Other Baseball Stories",
170,1871.0,Winston Churchill,The Crossing,1904.0
171,1863.0,Arthur Machen,The Great God Pan,1894.0
172,1863.0,H. De Vere Stacpoole,The Blue Lagoon: A Romance,
173,,Elizabeth Gaskell,Cranford,1851.0
174,1628.0,John Bunyan,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World",
175,1832.0,Horatio Alger,Cast Upon the Breakers,
176,1870.0,Frank Norris,Blix,
177,1869.0,Booth Tarkington,Penrod,1914.0
178,1864.0,Richard Harding Davis,Soldiers of Fortune,
179,1864.0,Richard Harding Davis,The Reporter Who Made Himself King,
180,1862.0,John Fox,Hell Fer Sartain and Other Stories,
181,1864.0,Richard Harding Davis,The King's Jackal,
182,1876.0,Sherwood Anderson,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",
183,1856.0,L. Frank Baum,The Magic of Oz,1919.0
184,1856.0,L. Frank Baum,Dorothy and the Wizard in Oz,1908.0
185,1850.0,Robert Louis Stevenson,Kidnapped,1886.0
186,1803.0,George Borrow,The Romany Rye,
187,1859.0,Arthur Conan Doyle,Round the Red Lamp: Being Facts and Fancies of Medical Life,
188,1834.0,Frank Richard Stockton,The Great War Syndicate,
189,1863.0,Anthony Hope,Frivolous Cupid,
190,1834.0,Frank Richard Stockton,"The Magic Egg, and Other Stories",
191,,David Graham Phillips,The Grain of Dust: A Novel,
192,1867.0,David Graham Phillips,The Fortune Hunter,
193,1867.0,David Graham Phillips,The Conflict,1911.0
194,1876.0,Mary Roberts Rinehart,The Circular Staircase,1908.0
195,1856.0,L. Frank Baum,"The Master Key
An Electrical Fairy Tale Founded Upon the Mysteries of Electricity",
196,1868.0,Eleanor H. Porter,Just David,1916.0
197,1870.0,H. B. Irving,A Book of Remarkable Criminals,
198,1871.0,Stephen Crane,Maggie: A Girl of the Streets,1893.0
199,1857.0,Joseph Conrad,The Shadow Line: A Confession,
200,,George Borrow,"Lavengro: The Scholar, the Gypsy, the Priest",
201,1885.0,Edna Ferber,Emma McChesney and Co.,
202,1866.0,H. G. Wells,"The Door in the Wall, and Other Stories",
203,1867.0,David Graham Phillips,The Price She Paid,
204,1866.0,Richard Le Gallienne,The Quest of the Golden Girl: A Romance,1896.0
205,1832.0,Horatio Alger,The Errand Boy,
206,1871.0,Stephen Crane,The Red Badge of Courage: An Episode of the American Civil War,
207,1697.0,abbé Prévost,Manon Lescaut,
208,1771.0,Walter Scott,The Bride of Lammermoor,1819.0
209,1858.0,Charles W. Chesnutt,The House Behind the Cedars,
210,1867.0,David Graham Phillips,The Cost,
211,1870.0,Miriam Michelson,In the Bishop's Carriage,
212,1840.0,Thomas Hardy,The Woodlanders,1887.0
213,1869.0,Booth Tarkington,The Conquest of Canaan,
214,1822.0,Oliver Optic,Poor and Proud,
215,1856.0,L. Frank Baum,The Road to Oz,1909.0
216,1856.0,L. Frank Baum,"Ozma of Oz
A Record of Her Adventures with Dorothy Gale of Kansas, the Yellow Hen, the Scarecrow, the Tin Woodman, Tiktok, the Cowardly Lion, and the Hungry Tiger; Besides Other Good People too Numerous to Mention Faithfully Recorded Herein",
217,1885.0,Edna Ferber,One Basket,
218,1857.0,Gertrude Franklin Horn Atherton,Rezanov,
219,1857.0,Joseph Conrad,Falk: A Reminiscence,
220,1857.0,Joseph Conrad,To-morrow,1902.0
221,1857.0,Joseph Conrad,Amy Foster,1901.0
222,1826.0,Dinah Maria Mulock Craik,The Little Lame Prince,
223,1856.0,Kate Douglas Wiggin,Rebecca of Sunnybrook Farm,1903.0
224,,Victor Appleton,Tom Swift in the Land of Wonders,1917.0
225,,Hugh Lofting,The Story of Doctor Dolittle,1920.0
226,1872.0,Zane Grey,Desert Gold,1913.0
227,1854.0,John Philip Sousa,The Fifth String,1902.0
228,1819.0,George Eliot,Adam Bede,1859.0
229,1804.0,Nathaniel Hawthorne,Twice-Told Tales,1837.0
230,1814.0,Joseph Sheridan Le Fanu,The Purcell Papers — Volume 1,
231,1814.0,Joseph Sheridan Le Fanu,The Purcell Papers — Volume 2,
232,1814.0,Joseph Sheridan Le Fanu,The Purcell Papers — Volume 3,
233,1804.0,Nathaniel Hawthorne,Mosses from an old manse,
234,1804.0,Nathaniel Hawthorne,"The snow-image, and other twice-told tales",
235,1832.0,Louisa May Alcott,Little Women,1868.0
236,1831.0,Rebecca Harding Davis,Margret Howth: A Story of To-day,
237,1856.0,L. Frank Baum,The Emerald City of Oz,1910.0
238,1856.0,L. Frank Baum,"The Enchanted Island of Yew
Whereon Prince Marvel Encountered the High Ki of Twi and Other Surprising People",
239,1856.0,L. Frank Baum,The Life and Adventures of Santa Claus,1912.0
240,,Daniel Defoe,The Life and Adventures of Robinson Crusoe,
241,1866.0,H. G. Wells,Ann Veronica: A Modern Love Story,
242,1857.0,Joseph Conrad,"Youth, a Narrative",
243,1857.0,Joseph Conrad,The End of the Tether,1902.0
244,1832.0,Horatio Alger,Joe the Hotel Boy,
245,1832.0,Horatio Alger,Driven from Home,
246,1863.0,Gene Stratton-Porter,At the Foot of the Rainbow,
247,1871.0,B. M. Bower,Jean of the Lazy A,
248,1862.0,Edith Wharton,The Age of Innocence,1920.0
249,1885.0,Sinclair Lewis,Main Street,1920.0
250,1874.0,Lucy Maud Montgomery,Anne's House of Dreams,1917.0
251,1875.0,Edgar Rice Burroughs,At the Earth's Core,1914.0
252,1886.0,Rex Stout,Under the Andes,
253,1832.0,Emile Gaboriau,Baron Trigault's Vengeance,
254,1819.0,George Eliot,Silas Marner,1861.0
255,1875.0,Edgar Rice Burroughs,The Land That Time Forgot,1918.0
256,1875.0,Edgar Rice Burroughs,The People That Time Forgot,1963.0
257,1875.0,Edgar Rice Burroughs,Out of Time's Abyss,1963.0
258,1870.0,1870-1916 Saki,The Unbearable Bassington,
259,1865.0,Rudyard Kipling,Rewards and Fairies,1910.0
260,1865.0,Rudyard Kipling,Puck of Pook's Hill,1906.0
261,1875.0,John Buchan,The Thirty-Nine Steps,1915.0
262,1875.0,John Buchan,Greenmantle,1916.0
263,1875.0,John Buchan,Mr. Standfast,
264,,Ross Kay,The Go Ahead Boys and the Racing Motor-Boat,
265,1812.0,Charles Dickens,The Mystery of Edwin Drood,1870.0
266,1866.0,Beatrix Potter,The Great Big Treasury of Beatrix Potter,
267,1812.0,Charles Dickens,The Pickwick Papers,1836.0
268,1838.0,Edward Jenkins,Ginx's Baby: His Birth and Other Misfortunes; a Satire,
269,1824.0,Wilkie Collins,The Woman in White,1860.0
270,1878.0,Don Marquis,Danny's Own Story,
271,1812.0,Charles Dickens,Master Humphrey's Clock,1840.0
272,1850.0,Robert Louis Stevenson,Catriona,1893.0
273,1811.0,William Makepeace Thackeray,Vanity Fair,1848.0
274,1857.0,Edwin Lester Arnold,Gulliver of Mars,
275,1875.0,Edgar Rice Burroughs,Pellucidar,1915.0
276,1875.0,John Buchan,Prester John,1910.0
277,1815.0,Anthony Trollope,The Warden,1855.0
278,1832.0,Lewis Carroll,Sylvie and Bruno,1889.0
279,1850.0,Edward Bellamy,"Looking Backward, 2000 to 1887",
280,1857.0,Joseph Conrad,An Outcast of the Islands,1896.0
281,1843.0,Henry James,The Altar of the Dead,1895.0
282,1843.0,Henry James,The Figure in the Carpet,1896.0
283,1825.0,R. M. Ballantyne,The Coral Island: A Tale of the Pacific Ocean,
284,1850.0,Fanny Van de Grift Stevenson,The Dynamiter,
285,1709.0,Samuel Johnson,"Rasselas, Prince of Abyssinia",
286,1812.0,Charles Dickens,"The Chimes
A Goblin Story of Some Bells That Rang an Old Year out and a New Year In",
287,1832.0,Horatio Alger,Paul the Peddler,
288,1832.0,Horatio Alger,"Phil, the Fiddler",
289,1812.0,Charles Dickens,The Battle of Life,1846.0
290,1812.0,Charles Dickens,The Cricket on the Hearth: A Fairy Tale of Home,
291,,Maksim Gorky,Creatures That Once Were Men,
292,1875.0,Alice Moore Dunbar-Nelson,"The Goodness of St. Rocque, and Other Stories",
293,1829.0,S. Weir Mitchell,"The Autobiography of a Quack, and The Case of George Dedlow",
294,,Horace Walpole,The Castle of Otranto,1764.0
295,1812.0,Charles Dickens,The Old Curiosity Shop,1840.0
296,1819.0,John Ruskin,The King of the Golden River,1842.0
297,,Martha Young,Somebody's Little Girl,
298,1869.0,Michael Fairless,The Roadmender,
299,1866.0,E. W. Hornung,The Amateur Cracksman,
300,1866.0,E. W. Hornung,Raffles: Further Adventures of the Amateur Cracksman,
301,1824.0,George MacDonald,The Princess and the Goblin,1872.0
302,,Jack London,"Love of Life, and Other Stories",
303,1856.0,H. Rider Haggard,Allan Quatermain,1887.0
304,,Laura Lee Hope,The Bobbsey Twins in the Country,
305,1875.0,John Buchan,The Moon Endureth: Tales and Fancies,
306,1878.0,Don Marquis,The Cruise of the Jasper B.,
307,1850.0,Lafcadio Hearn,Chita: A Memory of Last Island,
308,1866.0,H. G. Wells,Tono-Bungay,
309,1856.0,Kate Douglas Wiggin,The Birds' Christmas Carol,
310,1837.0,William Dean Howells,A Psychological Counter-Current in Recent Fiction,
311,1812.0,Charles Dickens,Oliver Twist,1838.0
312,,Laura Lee Hope,The Bobbsey Twins at School,
313,1876.0,Jack London,Burning Daylight,1910.0
314,1885.0,Dornford Yates,The Brother of Daphne,1914.0
315,1809.0,Oliver Wendell Holmes,The Autocrat of the Breakfast-Table,1857.0
316,1873.0,Stewart Edward White,Arizona Nights,
317,,Edmund Day,The Round-Up: A Romance of Arizona; Novelized from Edmund Day's Melodrama,
318,1830.0,Mary Mapes Dodge,Hans Brinker,
319,1884.0,Abraham Merritt,The Moon Pool,
320,1812.0,Charles Dickens,David Copperfield,1850.0
321,1820.0,Anne Brontë,Agnes Grey,
322,1818.0,Emily Brontë,Wuthering Heights,1847.0
323,1858.0,E. Nesbit,"The Story of the Treasure Seekers
Being the Adventures of the Bastable Children in Search of a Fortune",
324,1854.0,Oscar Wilde,"Lord Arthur Savile's Crime; The Portrait of Mr. W.H., and Other Stories",
325,1866.0,H. G. Wells,When the Sleeper Wakes,
326,1866.0,H. G. Wells,The War in the Air,1908.0
327,1848.0,Jos. E. Badger,The Lost City,
328,1848.0,Hjalmar Hjorth Boyesen,Boyhood in Norway: Stories of Boy-Life in the Land of the Midnight Sun,
329,1812.0,Charles Dickens,Hard Times,1998.0
330,1831.0,Amelia E. Barr,The Man Between: An International Romance,
331,1876.0,Jack London,The Red One,1918.0
332,1869.0,Michael Fairless,The Gathering of Brother Hilarius,
333,1771.0,Charles Brockden Brown,Wieland,1798.0
334,1858.0,E. Nesbit,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,
335,1896.0,F. Scott Fitzgerald,This Side of Paradise,1920.0
336,1812.0,Charles Dickens,Hunted Down: The Detective Stories of Charles Dickens,
337,1812.0,Charles Dickens,Holiday Romance,1868.0
338,1812.0,Charles Dickens,George Silverman's Explanation,
339,1812.0,Charles Dickens,Dombey and Son,1848.0
340,1667.0,Jonathan Swift,Gulliver's Travels into Several Remote Nations of the World,
341,1859.0,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,1894.0
342,1858.0,E. Nesbit,The Phoenix and the Carpet,
343,1858.0,E. Nesbit,The Story of the Amulet,
344,1850.0,Robert Louis Stevenson,New Arabian Nights,1882.0
345,1825.0,R. D. Blackmore,Lorna Doone: A Romance of Exmoor,
346,1771.0,Charles Brockden Brown,Memoirs of Carwin the Biloquist (A Fragment),
347,1850.0,Robert Louis Stevenson,The Black Arrow: A Tale of the Two Roses,1889.0
348,1838.0,Francis Hopkinson Smith,Tom Grogan,1896.0
349,1882.0,Margaret Mayo,Polly of the Circus,
350,1882.0,Margaret Mayo,Baby Mine,
351,1860.0,Owen Wister,Philosophy 4: A Story of Harvard University,
352,1890.0,Agatha Christie,The Mysterious Affair at Styles,1920.0
353,1850.0,Robert Louis Stevenson,The Master of Ballantrae: A Winter's Tale,
354,1859.0,Jerome K. Jerome,Passing of the Third Floor Back,
355,1859.0,Jerome K. Jerome,The Cost of Kindness,
356,1859.0,Jerome K. Jerome,Mrs. Korner Sins Her Mercies,
357,1859.0,Jerome K. Jerome,The Philosopher's Joke,
358,1859.0,Jerome K. Jerome,The Soul of Nicholas Snyders,
359,1859.0,Jerome K. Jerome,The Love of Ulrich Nebendahl,
360,1812.0,Charles Dickens,Reprinted Pieces,
361,1831.0,Rebecca Harding Davis,Life in the Iron-Mills,
362,1783.0,Washington Irving,Little Britain,
363,1823.0,Elizabeth Stoddard,Lemorne Versus Huell,
364,1812.0,Charles Dickens,"Sketches by Boz, Illustrative of Every-Day Life and Every-Day People",
365,1812.0,Charles Dickens,Our Mutual Friend,1864.0
366,1812.0,Wilkie Collins,The Lazy Tour of Two Idle Apprentices,
367,1843.0,Henry James,The Lesson of the Master,1888.0
368,1863.0,Gene Stratton-Porter,Her Father's Daughter,
369,1869.0,Marvin Dana,Within the Law: From the Play of Bayard Veiller,
370,1876.0,Jack London,White Fang,1906.0
371,1876.0,Jack London,Tales of the Fish Patrol,1905.0
372,1812.0,Charles Dickens,Mudfog and Other Sketches,
373,1812.0,Charles Dickens,Barnaby Rudge: A Tale of the Riots of 'Eighty,
374,1812.0,Charles Dickens,To Be Read at Dusk,
375,1832.0,Lewis Carroll,"Alice's Adventures in Wonderland
HTML Edition",
376,1809.0,Edgar Allan Poe,The Fall of the House of Usher,1839.0
377,1856.0,Kate Douglas Wiggin,The Village Watch-Tower,
378,1871.0,B. M. Bower,Good Indian,
379,1841.0,W. H. Hudson,Green Mansions: A Romance of the Tropical Forest,
380,1887.0,E. Haldeman-Julius,Dust,
381,1775.0,Jane Austen,Lady Susan,1871.0
382,,Victor Appleton,Tom Swift and His Submarine Boat,1910.0
383,,Victor Appleton,Tom Swift and His Electric Runabout,1910.0
384,,Victor Appleton,Tom Swift and His Sky Racer,1911.0
385,,Victor Appleton,Tom Swift and His Big Tunnel,1916.0
386,,Victor Appleton,Tom Swift and His War Tank,1918.0
387,1856.0,L. Frank Baum,The Patchwork Girl of Oz,1913.0
388,1856.0,L. Frank Baum,Tik-Tok of Oz,1914.0
389,1856.0,L. Frank Baum,The Scarecrow of Oz,1915.0
390,1856.0,L. Frank Baum,"Rinkitink in Oz
Wherein Is Recorded the Perilous Quest of Prince Inga of Pingaree and King Rinkitink in the Magical Isles That Lie Beyond the Borderland of Oz",
391,1856.0,L. Frank Baum,The Lost Princess of Oz,1917.0
392,1856.0,L. Frank Baum,"The Tin Woodman of Oz
A Faithful Story of the Astonishing Adventure Undertaken by the Tin Woodman, Assisted by Woot the Wanderer, the Scarecrow of Oz, and Polychrome, the Rainbow's Daughter",
393,1856.0,L. Frank Baum,"Glinda of Oz
In Which Are Related the Exciting Experiences of Princess Ozma of Oz, and Dorothy, in Their Hazardous Journey to the Home of the Flatheads, and to the Magic Isle of the Skeezers, and How They Were Rescued from Dire Peril by the Sorcery of Glinda the Good",
394,1812.0,Charles Dickens,Little Dorrit,1857.0
395,1802.0,Alexandre Dumas,The Black Tulip,1850.0
396,1785.0,Thomas Love Peacock,Maid Marian,1822.0
397,1812.0,Charles Dickens,Nicholas Nickleby,1839.0
398,1812.0,Charles Dickens,Martin Chuzzlewit,1844.0
399,,Anne Brontë,The Tenant of Wildfell Hall,
400,1853.0,Howard Pyle,"Howard Pyle's Book of Pirates
Fiction, Fact & Fancy Concerning the Buccaneers & Marooners of the Spanish Main",
401,1857.0,Joseph Conrad,The Secret Agent: A Simple Tale,
402,1852.0,Mary Eleanor Wilkins Freeman,The Yates Pride: A Romance,
403,1869.0,Booth Tarkington,Alice Adams,1921.0
404,1823.0,Thomas Wentworth Higginson,Malbone: An Oldport Romance,1869.0
405,1866.0,H. G. Wells,The First Men in the Moon,1901.0
406,1871.0,B. M. Bower,The Lure of the Dim Trails,
407,1819.0,Charles Kingsley,The Water-Babies,
408,1812.0,Charles Dickens,Bleak House,1853.0
409,1850.0,Lloyd Osbourne,The Wrecker,1892.0
410,1852.0,George Grossmith,The Diary of a Nobody,1892.0
411,1872.0,Zane Grey,The Lone Star Ranger: A Romance of the Border,
412,1816.0,Charlotte Brontë,The Professor,1857.0
413,1876.0,Jack London,The Night-Born,1911.0
414,1856.0,Kate Douglas Wiggin,Rose o' the River,
415,1867.0,Henry Lawson,Joe Wilson and His Mates,1901.0
416,1835.0,Mark Twain,Extract from Captain Stormfield's Visit to Heaven,1909.0
417,1866.0,H. G. Wells,The New Machiavelli,1911.0
418,1852.0,Henry Van Dyke,The Ruling Passion: Tales of Nature and Human Nature,
419,1857.0,Joseph Conrad,Within the Tides: Tales,
420,1857.0,Joseph Conrad,'Twixt Land & Sea: Tales,
421,1876.0,Jack London,Martin Eden,1909.0
422,1866.0,H. G. Wells,The World Set Free,1914.0
423,1809.0,Edgar Allan Poe,The Cask of Amontillado,1846.0
424,1876.0,Jack London,The Sea-Wolf,1904.0
